id,status_group
36262,non functional
53150,functional
12816,functional
47244,functional
37620,non functional
46446,non functional
36994,non functional
2387,functional
29562,non functional
11172,functional
37239,functional needs repair
33981,non functional
62693,functional needs repair
14386,functional
6162,functional needs repair
52573,functional needs repair
8414,functional
63739,non functional
36413,functional
27992,non functional
45650,non functional
63193,functional
69151,functional
26650,functional
51900,non functional
16403,non functional
61742,non functional
33525,functional
32499,non functional
60050,functional
1543,non functional
26049,functional
1211,functional
63008,non functional
19786,functional
63010,functional
56542,functional needs repair
1149,non functional
32642,non functional
24548,functional
31159,functional needs repair
65746,functional needs repair
54389,functional
53619,functional
37712,functional
45351,non functional
18234,functional
63045,functional
45051,functional needs repair
43010,non functional
53532,non functional
45670,non functional
16810,non functional
63253,functional
55110,functional
42752,functional
37309,functional needs repair
22788,non functional
62318,functional
71262,non functional
73283,functional
16749,non functional
65949,functional needs repair
1653,functional
42059,functional needs repair
50906,functional
40190,non functional
50336,non functional
12020,non functional
56644,functional
50949,non functional
39756,non functional
62917,non functional
34076,functional
36307,functional needs repair
50754,non functional
54767,non functional
35685,functional
68667,non functional
58714,non functional
14418,functional
7914,non functional
31467,functional
21916,non functional
6396,non functional
56228,functional
1458,functional needs repair
56149,non functional
62306,non functional
5143,functional
37213,functional
34595,functional
15981,non functional
19238,non functional
54463,functional
53349,functional
4696,non functional
54663,non functional
16949,functional
40895,non functional
42250,functional
9675,functional
50382,functional
15115,non functional
73775,functional
2027,non functional
11694,non functional
67934,functional
56923,non functional
44371,functional
7978,functional needs repair
40196,functional
60758,functional
56308,functional
27273,non functional
16086,functional
33285,functional
63940,functional
19839,non functional
48337,non functional
13562,non functional
8778,non functional
37983,non functional
71991,non functional
52554,functional
7974,functional
26466,non functional
2966,functional
15435,non functional
65411,non functional
14473,non functional
49383,non functional
63681,non functional
55898,non functional
10879,functional
8011,non functional
43388,functional
26423,non functional
19940,functional
59374,functional
51191,non functional
46502,functional needs repair
18839,functional
71868,non functional
23402,functional needs repair
57843,functional
32984,non functional
21559,non functional
66613,non functional
25631,non functional
23823,non functional
55223,functional
61902,non functional
16845,non functional
23676,functional
31662,functional needs repair
8450,non functional
24733,non functional
49198,functional
71291,functional
19277,functional
38710,non functional
35699,non functional
51114,functional
13971,functional
7134,non functional
50889,functional needs repair
63777,functional
49784,functional needs repair
70711,functional
45908,functional
8801,non functional
34120,non functional
46118,functional
14711,non functional
61699,functional
10762,functional
70271,non functional
68793,functional
62419,functional
7293,functional needs repair
23856,functional
41292,non functional
11648,non functional
58421,non functional
24709,non functional
43869,non functional
5527,functional needs repair
45462,non functional
63012,functional
70191,functional
66194,non functional
59349,functional needs repair
44031,functional needs repair
27596,functional
67690,functional
14339,functional
34429,non functional
50923,functional
42973,functional
12372,functional
32998,non functional
48183,functional
20178,non functional
6213,non functional
40520,non functional
19532,functional needs repair
41083,functional
50349,functional
44540,non functional
10,functional
9864,functional
72487,functional
68186,functional
69949,functional
20191,non functional
23621,functional needs repair
50360,functional
19567,non functional
37692,non functional
72519,non functional
15829,functional
35490,functional
70196,functional
69975,functional
74118,functional
43080,functional
70998,non functional
13035,functional
54117,functional needs repair
26186,functional
6242,functional
36549,functional needs repair
16302,non functional
37568,non functional
42094,functional needs repair
27979,functional
42768,functional
51644,functional needs repair
30297,functional
46805,functional needs repair
24934,functional
61215,functional needs repair
45916,functional
49783,functional
23980,functional
29910,functional needs repair
28396,non functional
63785,functional needs repair
36788,non functional
16528,non functional
7713,non functional
72843,functional
58683,non functional
66555,non functional
51012,non functional
26955,functional
51886,functional
12119,functional
27189,non functional
3719,functional needs repair
895,non functional
67830,functional needs repair
51242,functional
52440,non functional
26426,functional
73153,functional
51205,non functional
30033,non functional
28124,functional needs repair
38541,functional
72,functional
39772,non functional
65316,functional
22676,non functional
31294,non functional
45076,functional needs repair
67709,functional
33112,non functional
28183,non functional
8497,functional needs repair
29430,functional needs repair
61752,functional
19422,non functional
16903,functional
963,non functional
68008,functional needs repair
44308,non functional
39294,functional
18719,non functional
63516,functional
32704,functional
67468,functional
34061,non functional
71974,functional
59132,functional
60460,functional
48699,functional
68015,non functional
57801,non functional
16954,functional
5156,non functional
58803,functional
40126,functional
46598,non functional
31818,non functional
53429,non functional
31155,functional needs repair
45435,non functional
62699,functional
7233,non functional
25166,functional needs repair
26892,functional
57374,non functional
14044,non functional
45100,non functional
63407,functional
49087,non functional
2876,non functional
8510,functional
1163,functional needs repair
38903,functional
15342,non functional
59381,functional
38372,functional needs repair
16605,functional
10414,non functional
55852,non functional
19824,functional
4276,non functional
73325,non functional
58981,functional
28050,non functional
47842,functional
36471,non functional
42072,non functional
45613,functional needs repair
15744,functional needs repair
8106,functional
22460,functional
20063,functional needs repair
59768,functional
63293,functional needs repair
141,functional needs repair
6542,non functional
15262,functional
4943,non functional
9111,non functional
50030,functional
6944,non functional
61772,non functional
48494,functional
26934,functional
34040,functional
61608,functional
69176,functional needs repair
64849,non functional
19983,functional needs repair
64985,non functional
29425,non functional
12881,functional
38052,non functional
29895,functional needs repair
6333,non functional
7135,non functional
13044,functional
24832,functional
12883,functional
66043,non functional
66724,functional
2043,functional
64545,functional
45525,non functional
16304,non functional
18548,functional
33577,non functional
21813,functional
23524,functional needs repair
9174,functional
31827,functional
647,non functional
70475,functional
14957,functional
65749,functional
47711,functional
23988,functional needs repair
9321,functional
67072,non functional
40945,non functional
63507,non functional
28438,functional
37265,non functional
65696,functional
3861,non functional
68208,non functional
46929,non functional
64228,functional
37816,functional needs repair
31809,functional
18040,functional
8950,non functional
56229,functional
11859,non functional
31759,non functional
37125,functional
21961,functional
56601,functional needs repair
61269,functional needs repair
33277,functional
51021,functional needs repair
54626,functional
19903,non functional
36017,functional
26830,non functional
57331,non functional
34553,functional
59843,non functional
57575,functional
11335,functional
13145,non functional
42121,functional
16940,functional
37477,functional needs repair
22727,non functional
63598,non functional
44353,non functional
53658,non functional
19737,non functional
19990,functional needs repair
5237,functional needs repair
62222,non functional
12902,functional needs repair
44967,non functional
7937,non functional
32948,non functional
55259,non functional
43985,non functional
46924,functional
15678,non functional
69815,functional
25269,functional
25972,functional
48697,functional
10525,functional
59333,functional
55988,functional needs repair
3949,non functional
61964,non functional
155,functional
35257,functional
43066,functional
48024,functional needs repair
51224,non functional
44891,non functional
55407,non functional
71866,non functional
9734,functional
32113,functional
69770,non functional
18286,functional
63378,functional
38560,functional needs repair
35790,non functional
14852,non functional
14114,functional needs repair
61376,non functional
34424,non functional
13461,non functional
47223,non functional
71048,functional
1781,functional
73317,non functional
58146,non functional
73438,functional
1822,non functional
53257,non functional
56453,functional
685,functional
44528,non functional
29939,functional
21714,functional
37257,functional
49549,non functional
8173,functional
36382,non functional
28869,functional
71500,non functional
41699,non functional
63260,functional
64859,functional needs repair
5443,functional
4737,non functional
47808,non functional
992,functional
55002,functional
32467,non functional
42660,non functional
68458,functional
21711,functional
27953,functional
20344,functional
36260,functional
12702,functional
21463,functional
66013,functional
28849,non functional
67257,non functional
63384,functional
71802,functional needs repair
60610,functional
31707,non functional
39316,functional
43625,functional needs repair
26101,functional needs repair
7883,non functional
64769,non functional
39463,functional needs repair
74181,functional needs repair
73897,functional
74153,non functional
33704,non functional
17126,functional
47447,functional needs repair
51247,non functional
67533,functional
6533,non functional
14468,functional needs repair
71872,functional needs repair
22342,functional
4559,non functional
26044,functional
12750,non functional
27398,non functional
28874,non functional
71495,functional
37808,non functional
29509,non functional
15775,non functional
16117,functional needs repair
61746,functional needs repair
3784,non functional
61903,non functional
8142,non functional
26610,functional
11203,functional needs repair
67195,functional needs repair
39860,functional needs repair
47437,functional
12399,functional
40888,non functional
63657,functional
70866,functional
63182,non functional
34916,non functional
37248,non functional
48590,non functional
68360,functional
53358,functional
69464,non functional
24090,non functional
17158,non functional
48134,non functional
31991,non functional
30548,functional
59607,non functional
68062,functional needs repair
72158,functional
33210,functional
51434,non functional
25649,functional
48561,functional
43678,non functional
1887,functional
37609,functional
12670,functional
20612,non functional
51496,functional
51516,non functional
64631,functional
61247,functional
2753,functional needs repair
10603,non functional
30964,non functional
64158,functional
27013,functional needs repair
34866,functional
57067,non functional
48499,functional
27399,functional
47334,functional
46672,non functional
17559,non functional
629,functional
36620,non functional
59794,non functional
6048,functional
34798,functional needs repair
46450,functional
39612,non functional
24083,functional
56047,functional
5456,functional
67961,functional
48719,non functional
68999,functional needs repair
71751,functional
7084,functional needs repair
12644,non functional
42842,non functional
57583,functional
18171,non functional
5316,functional needs repair
18945,functional
19707,functional
70734,functional
11280,functional
69969,functional
10345,non functional
69992,non functional
13378,non functional
60813,functional needs repair
24517,functional
67270,non functional
35400,functional
13712,functional
53254,functional
68340,functional
68714,functional
18944,functional
52114,non functional
17597,functional
60847,functional
34757,functional
39539,functional
16799,non functional
68112,functional
52118,non functional
20660,functional
65885,functional needs repair
21520,functional
31114,non functional
22708,non functional
52296,functional needs repair
71498,non functional
57034,non functional
71733,functional needs repair
31417,non functional
29958,functional needs repair
60931,functional needs repair
50205,non functional
71233,functional
22586,functional
53543,functional
40813,non functional
35850,functional needs repair
27728,non functional
67323,functional
55713,non functional
893,non functional
28002,non functional
31475,non functional
36465,non functional
63198,non functional
32935,functional
27989,non functional
45955,functional
31925,functional
4217,non functional
55178,non functional
16277,non functional
42198,functional
67792,functional
5026,functional
15902,non functional
62846,functional
63063,functional
52959,functional
51817,functional
43049,functional
1721,functional
23655,functional
50177,functional
68410,non functional
47820,functional
23638,functional needs repair
52868,non functional
43194,non functional
54800,non functional
53596,non functional
44296,functional
62012,non functional
10798,functional
65548,non functional
31089,non functional
73977,functional
28997,functional
37767,functional
73118,non functional
21130,non functional
24449,non functional
33856,functional
44712,functional
61179,functional
63580,functional
56465,functional
43171,functional
807,non functional
20734,non functional
28158,non functional
56363,non functional
25537,non functional
66977,non functional
9326,functional
72109,functional
35835,functional
8315,functional
36836,non functional
28577,functional
29624,functional
47343,functional
53401,non functional
37014,functional
66226,functional
49776,non functional
56931,non functional
32462,functional
7515,non functional
73360,functional needs repair
36248,functional
3703,non functional
8812,non functional
52186,non functional
10027,functional needs repair
33735,functional
6647,functional
36752,non functional
70605,non functional
69208,non functional
36961,non functional
2723,functional
28460,functional
66744,non functional
69098,functional needs repair
26020,functional
18906,non functional
12740,non functional
52397,non functional
2150,non functional
16504,functional
1499,functional
56965,non functional
4261,functional
57140,non functional
26347,non functional
69863,functional
59024,functional
29550,non functional
61105,non functional
48539,non functional
54504,functional
63512,functional
34868,functional
8320,functional
10202,non functional
25264,functional
13089,non functional
60120,functional needs repair
64567,functional
1554,non functional
71781,functional
1670,functional
56256,non functional
34671,functional
51177,functional needs repair
44188,non functional
6749,functional
20227,functional
26170,non functional
24172,non functional
32509,functional
72369,non functional
67946,functional
38173,non functional
50822,non functional
30825,functional needs repair
34789,functional
54878,functional
25800,non functional
9048,non functional
7562,functional
10022,non functional
63044,non functional
59539,functional
35448,functional
6452,functional
4384,non functional
50032,functional
21930,functional needs repair
41920,functional
14831,functional needs repair
6098,functional
34115,non functional
72003,non functional
36604,non functional
12107,functional needs repair
24493,functional
16531,non functional
15285,non functional
20368,functional
7701,non functional
30373,functional
2477,non functional
43670,functional needs repair
8625,non functional
67852,functional
39451,functional
5075,non functional
46767,non functional
49351,functional
56383,functional
22440,functional
69629,functional
32730,functional
4263,non functional
49706,functional
55186,non functional
34098,non functional
5696,functional
39202,non functional
58401,functional needs repair
8876,functional
59709,non functional
69319,functional
55657,functional
39297,functional
19108,functional needs repair
17955,non functional
23447,non functional
23933,non functional
64327,functional needs repair
48534,functional
27275,functional needs repair
44938,functional
54383,functional
23395,non functional
40059,functional
37574,non functional
35014,non functional
70292,functional
14696,functional needs repair
68206,functional
53852,non functional
49737,functional
57612,functional
14716,non functional
25789,non functional
22947,functional needs repair
42080,non functional
37336,functional
309,functional needs repair
29925,functional
53896,functional
36690,functional
66815,functional
14684,functional
67935,non functional
48724,non functional
60341,functional
33720,functional
6820,functional
15885,functional
40080,non functional
34738,functional
51308,functional needs repair
21718,functional
4969,non functional
28561,functional needs repair
32841,non functional
50452,functional needs repair
27481,non functional
7734,non functional
4073,functional
4979,functional
21178,functional
29342,functional
56098,non functional
64335,functional needs repair
20553,non functional
39829,non functional
68068,functional
65422,non functional
27612,functional needs repair
46831,functional
69275,functional
35309,functional
54588,functional
44245,functional
1814,non functional
32001,functional
5051,non functional
36777,non functional
23967,functional
60695,non functional
35148,functional
12738,functional
71944,non functional
34997,functional
52598,functional needs repair
36749,functional
45600,non functional
66990,non functional
18921,non functional
37356,non functional
58,functional
2782,functional
3121,non functional
68176,functional
63904,functional
31712,functional needs repair
64884,non functional
72931,functional
13671,non functional
40406,functional
55418,non functional
17463,non functional
5389,functional
65507,non functional
43276,functional
41495,functional
69853,non functional
5371,functional needs repair
26511,non functional
69359,functional
26150,non functional
39377,functional
57930,non functional
16562,functional
61531,non functional
22439,non functional
2999,non functional
16841,functional
60305,functional
60381,functional
10455,non functional
27098,functional
2371,functional needs repair
41127,non functional
28373,functional
45393,functional
67071,functional needs repair
49869,non functional
22351,non functional
34038,non functional
44723,functional
60154,non functional
1942,functional needs repair
10257,non functional
12205,non functional
55314,functional
23061,functional
55893,non functional
48904,non functional
4546,non functional
39558,non functional
49653,non functional
39155,functional
13072,non functional
12106,functional needs repair
4207,non functional
24327,non functional
49540,functional
41080,non functional
6189,functional needs repair
32663,functional needs repair
64314,functional
39791,non functional
57167,non functional
11825,non functional
42656,functional
54607,functional
45579,non functional
46932,functional
22209,functional
32015,functional needs repair
40793,non functional
39981,functional needs repair
49713,non functional
55534,non functional
7783,non functional
55098,functional
43479,functional
53743,functional
23114,functional
56530,functional
16656,non functional
54755,non functional
45264,functional
28254,functional
14881,functional
72509,non functional
30918,functional
22375,functional
38421,functional
58294,functional
22382,functional needs repair
22123,non functional
65169,functional
54001,functional needs repair
15617,functional
66813,non functional
49733,functional
8032,functional needs repair
43522,functional
20920,functional needs repair
30176,functional
40600,functional
52695,functional
24915,functional
62297,functional
37005,functional
22349,functional needs repair
47685,functional
61162,functional
9722,non functional
42191,non functional
1591,functional
1749,non functional
5328,functional
21706,functional
72641,functional needs repair
36576,functional
29593,non functional
29747,functional needs repair
24722,non functional
2589,functional
12772,functional
45968,non functional
7694,functional
70721,functional
54752,non functional
15631,functional
15196,functional
27491,functional
58886,functional
11452,functional
68595,functional
17010,functional
32389,non functional
70251,functional
61037,non functional
28646,functional
64279,functional
23914,non functional
17854,functional
15790,non functional
41259,functional
57303,non functional
65477,functional
36115,non functional
5024,non functional
26401,functional
50503,non functional
37724,functional needs repair
62604,functional
60534,functional needs repair
59230,functional
70007,functional needs repair
44320,functional
44300,non functional
41079,functional
36488,functional
46936,non functional
51117,non functional
21611,functional
55628,non functional
70627,non functional
56387,functional needs repair
64164,non functional
211,non functional
37448,non functional
43859,functional
55991,functional
67415,functional
4815,functional needs repair
68895,non functional
7529,non functional
42134,functional
25759,non functional
46155,non functional
46770,functional
40396,functional
10161,functional
68598,functional needs repair
65668,functional needs repair
20689,functional
56474,non functional
35602,functional
21596,non functional
10972,non functional
34504,functional
26729,non functional
33566,functional
60252,non functional
44621,functional
7735,non functional
71771,non functional
54855,functional
53293,functional
20396,functional needs repair
46415,functional
26014,non functional
13069,functional
12438,non functional
29991,functional
55410,functional
57016,functional
30747,non functional
17037,functional
66182,non functional
59989,non functional
57515,functional
30252,functional
68035,functional
5458,functional needs repair
26151,non functional
59485,functional
43995,non functional
18700,non functional
60209,functional
33950,functional needs repair
5031,functional
69205,non functional
71438,functional needs repair
29381,functional
53476,functional
59701,functional
25204,functional
59623,functional
4256,non functional
71737,functional
56498,functional
15268,functional needs repair
4932,functional
68591,non functional
30743,non functional
32203,functional
66855,non functional
56575,non functional
66689,non functional
26201,functional needs repair
62446,non functional
68896,functional
4285,functional
58304,functional
1090,non functional
56425,functional needs repair
5448,non functional
58864,functional
3294,functional
59793,functional needs repair
22124,non functional
29314,functional
48488,functional needs repair
45616,functional
61676,functional
70593,functional
44518,functional needs repair
71455,non functional
15000,functional
61442,functional
15983,functional
37233,non functional
22220,non functional
31231,non functional
1795,functional
34190,non functional
7104,functional
71818,non functional
13527,functional
20332,non functional
16943,non functional
43641,functional
42880,functional
47758,functional
62580,functional
45459,functional
46129,non functional
27706,functional
70080,functional
28446,functional needs repair
6610,non functional
3554,functional needs repair
4691,non functional
19103,non functional
27372,non functional
3735,non functional
57310,functional
23690,functional
16483,functional
30119,non functional
57721,non functional
50631,functional needs repair
71776,functional
40418,non functional
8683,functional
24816,functional
31418,functional
61889,functional
54922,non functional
66417,functional
41927,non functional
61208,functional
33786,functional needs repair
66677,functional
48550,functional
23063,non functional
27690,non functional
48021,non functional
44126,functional
13873,non functional
49418,functional needs repair
30356,non functional
48082,non functional
72114,functional
7421,functional
22275,non functional
24609,functional needs repair
27332,functional
20951,functional needs repair
33633,functional
26713,non functional
40360,functional needs repair
11383,non functional
43349,functional needs repair
28954,non functional
36421,functional
2116,non functional
54232,non functional
37376,non functional
24479,non functional
28364,non functional
26169,functional
6752,functional
50594,functional needs repair
50856,non functional
22568,functional needs repair
17831,functional needs repair
20238,functional needs repair
59665,functional
36675,functional
59115,functional
46658,functional
47812,non functional
60337,non functional
5925,functional
31724,functional
18356,functional needs repair
1949,functional
2167,non functional
53020,functional
24037,functional
35004,functional
8176,non functional
62817,non functional
44223,non functional
48211,functional
72329,non functional
65035,functional
9044,functional
3890,non functional
51633,non functional
54844,functional needs repair
33149,functional
40421,functional
27362,functional
66893,non functional
31148,functional
3362,non functional
51273,non functional
2769,functional
31711,non functional
31865,functional
30803,functional needs repair
8755,non functional
48751,functional
45069,functional
35483,functional
10863,functional needs repair
46944,functional
17175,functional
63331,functional
33245,non functional
47058,non functional
31091,non functional
21102,functional needs repair
15897,non functional
60918,functional
15964,functional
63592,functional
48162,functional
55336,functional
23352,non functional
6273,non functional
21356,functional
5093,non functional
13518,functional needs repair
63302,functional
67702,functional
42060,functional needs repair
34084,non functional
39302,non functional
43093,functional
6677,non functional
60475,functional
58084,non functional
27102,non functional
49393,non functional
32029,functional
2534,functional
29386,non functional
72884,non functional
49553,functional needs repair
37640,functional
52508,functional needs repair
34229,non functional
26645,functional
72591,non functional
19022,functional
6843,functional needs repair
58105,non functional
27222,non functional
12353,functional
13469,non functional
65600,functional needs repair
66340,functional
20533,non functional
2638,functional
41245,functional
43236,functional
61688,non functional
19508,non functional
8407,functional
71177,functional
4740,functional
47394,functional
20283,functional
13542,functional
32220,non functional
50079,functional
7409,non functional
67526,non functional
65825,non functional
65748,non functional
12304,non functional
16886,non functional
62540,functional needs repair
38544,non functional
36281,functional needs repair
54460,functional
33503,non functional
7085,functional
31584,functional
57994,non functional
24268,non functional
32295,non functional
56790,non functional
37155,non functional
9050,functional
10367,functional
41842,non functional
43939,functional
52426,functional needs repair
47664,non functional
20760,non functional
10490,functional
22461,non functional
16069,non functional
47408,functional
48598,functional
34799,functional
43548,functional
63173,non functional
9774,non functional
5586,non functional
51441,non functional
29407,non functional
14925,functional needs repair
7545,functional needs repair
59994,functional
41183,functional
21300,functional
11250,functional
20863,functional needs repair
59895,non functional
48954,functional
73416,non functional
15152,functional
23013,functional
70529,non functional
17961,non functional
2498,non functional
72551,non functional
61577,functional
911,non functional
41945,non functional
23227,non functional
35464,non functional
40170,functional
25137,functional
17958,non functional
42310,functional
24925,non functional
16288,non functional
22892,functional
53395,functional
71225,functional
66085,non functional
7992,non functional
26488,functional
29089,functional
57488,non functional
42568,non functional
62342,non functional
6042,non functional
55931,functional
50120,functional
14780,functional needs repair
65623,functional
17926,functional
21498,functional
18899,functional
25993,non functional
72535,functional
51289,functional
27104,non functional
30354,non functional
54408,non functional
25350,non functional
36398,non functional
67096,functional
47684,functional
73219,functional needs repair
49739,non functional
110,non functional
40616,functional needs repair
3350,non functional
68614,non functional
2016,non functional
44757,functional
48832,functional
5270,non functional
2801,functional
41269,non functional
19326,non functional
34202,functional
42911,non functional
22262,functional needs repair
15408,functional needs repair
50064,functional needs repair
60181,functional
69782,functional
57210,non functional
62568,non functional
73904,functional needs repair
38504,non functional
16951,functional
11940,non functional
45124,non functional
41573,functional
68579,functional
3805,non functional
62667,non functional
36172,non functional
53569,functional
28618,non functional
19459,functional needs repair
3664,non functional
19947,functional
31071,non functional
55861,functional
38218,functional needs repair
39255,functional
51942,non functional
50790,functional
17930,functional needs repair
698,functional needs repair
21774,functional
11529,non functional
38015,functional
53402,functional
55762,non functional
4298,functional
31356,non functional
20177,functional
51598,functional
64420,non functional
26881,non functional
63444,functional
38567,non functional
11257,non functional
68124,functional
14944,functional
50281,functional needs repair
48627,functional
470,non functional
15407,functional
45543,non functional
56078,functional
31388,functional
7246,functional needs repair
33908,non functional
13710,non functional
16404,non functional
24105,functional
19610,non functional
4411,functional
6982,non functional
20296,non functional
24643,functional needs repair
38334,non functional
48315,non functional
50851,non functional
41147,non functional
1514,functional
29844,non functional
25169,functional
72723,non functional
10136,functional needs repair
59605,functional
56356,non functional
53971,functional needs repair
68077,functional
27737,non functional
37311,non functional
44229,functional
69141,non functional
41340,non functional
12100,non functional
61502,non functional
21189,functional
14063,functional needs repair
55070,non functional
49559,non functional
33842,non functional
4130,non functional
7818,non functional
72361,non functional
64742,non functional
61231,functional
53261,functional
58156,non functional
42102,non functional
31210,non functional
69881,non functional
71904,functional
1215,functional
58848,functional
6857,functional
65644,non functional
14807,functional
73199,non functional
60173,non functional
53803,non functional
38979,non functional
23825,functional
40376,functional needs repair
6132,functional
8903,non functional
5779,non functional
60441,non functional
46075,functional needs repair
30392,non functional
41801,functional
47412,functional
29654,functional needs repair
32394,functional
56666,functional
69076,non functional
35188,functional
34273,non functional
13381,functional needs repair
36639,functional
37876,functional needs repair
34566,functional needs repair
62432,functional
60288,non functional
16011,non functional
35758,functional
46456,non functional
19936,non functional
54818,functional needs repair
61822,functional
37824,non functional
71017,non functional
30698,non functional
66683,functional
43384,functional
22428,non functional
62652,functional
10643,non functional
51461,functional needs repair
25245,non functional
39179,non functional
12703,functional
69265,functional
30517,functional needs repair
27715,functional
1504,functional
41032,non functional
39742,functional
57079,non functional
41477,non functional
37456,functional needs repair
48056,non functional
63113,functional
72360,functional
7551,non functional
19322,functional
499,non functional
33431,functional
6906,non functional
68701,non functional
4871,functional
39458,functional
57011,non functional
64178,functional
15246,non functional
50480,functional
68413,non functional
8121,non functional
31057,functional
42490,functional
30664,functional
14394,non functional
4509,functional
26561,non functional
9565,non functional
66460,non functional
29764,non functional
6138,non functional
54470,non functional
10548,non functional
1256,functional needs repair
5867,functional
13930,functional
46273,non functional
69947,functional
31805,non functional
522,functional
36310,functional
47096,non functional
11048,functional
9469,functional
35945,functional
61346,non functional
31897,non functional
52291,functional
72256,non functional
1291,functional
55682,functional
20974,non functional
10315,non functional
20699,functional
12157,functional
25750,functional
56563,non functional
59935,functional
11608,functional
37509,functional needs repair
70547,functional needs repair
66064,non functional
64905,functional
16523,functional
30701,functional needs repair
64533,functional needs repair
57607,functional
21781,non functional
41554,non functional
56419,functional
16991,non functional
68549,functional
58628,functional
69701,functional
31191,functional
69347,functional
59209,non functional
67918,non functional
8061,functional needs repair
9841,non functional
63310,functional
65350,functional
7606,non functional
44982,non functional
18683,functional needs repair
22239,functional
13696,functional
63396,non functional
62899,non functional
5394,non functional
10986,functional
59594,functional
39182,non functional
59577,functional
67854,functional
30071,functional
71403,functional
17965,non functional
65452,non functional
64723,non functional
31752,non functional
8795,non functional
66556,functional
22598,functional
18378,functional
11939,functional
34346,functional
66548,functional
61197,functional
8672,functional
29283,functional
47333,functional
3225,functional
51152,functional needs repair
61277,functional
45438,functional
2166,non functional
35456,functional
56027,functional
19698,functional needs repair
51033,non functional
58323,non functional
34236,non functional
37071,functional
58591,functional
47868,non functional
8112,non functional
44275,functional
39331,functional
50046,non functional
44980,non functional
38007,functional needs repair
23789,non functional
68862,functional
22079,functional
54985,functional
49959,non functional
18380,non functional
60583,functional
33497,functional
43490,non functional
8807,functional needs repair
5747,functional
52709,non functional
43612,functional
17914,non functional
13399,functional needs repair
67798,functional
22412,functional
14586,non functional
35573,functional
57894,functional
46208,non functional
39006,non functional
38238,non functional
34634,non functional
57416,functional needs repair
55916,functional
12828,functional needs repair
57643,non functional
44684,non functional
33002,functional
52177,functional
14719,non functional
21400,functional
4201,functional
19517,non functional
20607,non functional
3932,functional
3481,functional
21181,non functional
14888,functional
37744,non functional
59540,functional
35488,functional
43842,non functional
13433,functional
63071,non functional
72521,functional
40848,non functional
49705,non functional
51192,non functional
5217,functional
49051,non functional
57482,functional
47095,non functional
59635,functional
15497,non functional
24011,functional needs repair
5577,non functional
39850,functional
64109,functional
64474,functional
12837,non functional
46738,functional
30574,non functional
34210,functional
35436,functional
26739,non functional
7241,non functional
3353,functional
60625,functional
21867,functional needs repair
28436,non functional
36486,functional
13432,functional needs repair
46602,functional
34097,functional
16828,functional needs repair
36742,functional
71633,functional
71052,non functional
27476,non functional
14966,non functional
8531,non functional
16018,functional
70095,functional
31557,functional
43472,functional
50305,functional
25706,functional
22292,functional needs repair
71416,non functional
3190,functional needs repair
52905,functional
27084,non functional
18937,non functional
52417,non functional
10267,non functional
68003,non functional
1329,non functional
4936,functional
20002,non functional
43332,non functional
62311,non functional
16242,functional
5406,functional
33750,non functional
55547,non functional
21572,functional
31085,functional
376,functional
72694,non functional
52794,functional
59717,functional
7462,functional
9964,functional
8653,functional
69055,functional
5487,functional
51823,non functional
15109,functional
27511,functional
63525,functional
72240,functional
53055,functional needs repair
73431,functional
15334,non functional
33029,functional
52596,functional
43053,functional
56063,non functional
49781,functional
44482,non functional
3205,non functional
37319,non functional
62095,functional
16735,functional
13161,non functional
30869,functional
39626,functional
56344,non functional
13700,functional
9444,functional
23462,non functional
25609,functional
34135,functional
56778,functional
22653,non functional
41366,non functional
54546,non functional
43502,functional
43365,functional
69239,non functional
50209,non functional
35435,non functional
60894,functional
64464,functional
59877,non functional
69755,non functional
36517,non functional
38659,functional
4189,non functional
72364,functional needs repair
64657,functional
46469,functional needs repair
27963,functional
6947,functional
34542,functional
53997,functional
62556,functional
5843,non functional
21870,non functional
43832,functional
40795,non functional
21440,non functional
11039,functional
43528,functional
239,non functional
26380,non functional
38647,functional
48412,non functional
68511,functional
12238,non functional
2093,functional
27339,non functional
58736,functional
14276,non functional
26025,non functional
38020,functional
32110,non functional
23427,functional
45970,functional
25224,functional needs repair
53274,functional
47911,non functional
36300,functional
15658,functional
23520,non functional
65249,functional
56702,non functional
43405,functional needs repair
13672,non functional
33163,non functional
63981,non functional
36722,non functional
67643,functional
10936,non functional
4825,non functional
33878,functional needs repair
7487,non functional
17229,non functional
6380,non functional
67059,functional
908,functional
29056,functional needs repair
28164,functional
70997,non functional
50773,functional
71766,non functional
26527,non functional
53553,non functional
71812,non functional
8986,functional
59512,functional needs repair
63839,functional
5222,functional
34905,functional needs repair
57699,functional
39865,functional needs repair
32734,functional
54012,functional
23234,functional needs repair
49788,functional
59224,non functional
18106,non functional
42100,functional
29180,functional needs repair
54352,functional needs repair
38494,functional needs repair
54136,functional
4940,non functional
28323,functional
61153,functional
31314,functional
22678,non functional
53107,non functional
54161,non functional
59612,non functional
11171,functional needs repair
23677,non functional
22938,non functional
15366,functional
72580,functional
59020,functional
46270,functional
51428,functional needs repair
1112,non functional
31293,functional
47926,functional
27006,non functional
59918,functional
70094,functional
40972,functional
7948,functional
52989,non functional
5982,functional
24877,functional needs repair
51940,functional
1341,functional
43146,non functional
6880,functional
32765,functional
32627,functional
70134,non functional
8787,functional needs repair
4066,non functional
70433,functional
32868,functional
11624,non functional
15056,functional
22780,functional needs repair
44660,functional needs repair
1496,non functional
6864,functional
8770,functional
9682,non functional
73841,non functional
